rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,6183,6183,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,1467,0,1467,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,22061,22061,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,65123,65123,0,19104,19104,0,240.886725
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,239,239,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,6454,6454,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,21425,21425,0,10575,10477,98,102.600473
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,BIGGIN HILL,VIENNA,10,0,10,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,INNSBRUCK,1093,1093,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,SALZBURG,1188,0,1188,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,INNSBRUCK,980,980,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,VIENNA,3116,3116,0,0,0,0,0
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,KLAGENFURT,0,0,0,82,82,0,-100
21/10/2022 12:41,202208,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,VIENNA,4514,4514,0,0,0,0,0
