rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,4282,4282,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,874,0,874,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,21912,21912,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,60280,60280,0,23023,23023,0,161.825131
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,0,0,0,4242,4242,0,-100
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,5943,5943,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,19993,19993,0,13199,12758,441,51.473596
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,INNSBRUCK,796,796,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,SALZBURG,489,0,489,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,INNSBRUCK,701,701,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,VIENNA,2611,2611,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,VIENNA,4516,4516,0,1428,1381,47,216.246499
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,257,0,257,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,LIVERPOOL (JOHN LENNON),VIENNA,2866,2866,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,INNSBRUCK,1345,1345,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,SALZBURG,815,0,815,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,VIENNA,8303,8303,0,2552,2552,0,225.352665
18/11/2022 14:19,202209,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,SALZBURG,96,96,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,HEATHROW,BRUSSELS,35000,35000,0,12722,12722,0,175.113976
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,BIRMINGHAM,BRUSSELS,9161,9161,0,1065,1065,0,760.187793
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,CARDIFF WALES,BRUSSELS,136,0,136,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,BRUSSELS,6728,6728,0,1205,1205,0,458.340249
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,CHARLEROI,11408,11408,0,2319,2319,0,391.936179
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,GLASGOW,CHARLEROI,2179,2179,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,LIVERPOOL (JOHN LENNON),CHARLEROI,2238,2238,0,0,0,0,0
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,BRUSSELS,15516,15516,0,5675,5675,0,173.409692
18/11/2022 14:19,202209,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,CHARLEROI,18109,18109,0,3119,3119,0,480.602757
