rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,15463,12673,2790,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,982,982,0,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,24047,24047,0,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,INNSBRUCK,3697,3697,0,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,SALZBURG,2718,2718,0,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,53786,53786,0,4909,4909,0,995.661031
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,LONDON CITY,SALZBURG,414,414,0,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,LUTON,INNSBRUCK,529,0,529,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,0,0,0,555,555,0,-100
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,STANSTED,INNSBRUCK,874,503,371,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,6417,6417,0,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,19380,19380,0,864,864,0,2143.055556
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,INNSBRUCK,1944,820,1124,0,0,0,0
28/06/2022 15:07,202204,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,SALZBURG,491,491,0,0,0,0,0
